index	confidence	rules
604 	0.800	['8.5', '7']=>['Nam']
605 	0.800	['6', '5']=>['Nam']
606 	0.800	['6.5', '6.2']=>['Nam']
607 	0.800	['7.1']=>['Nam', 'No']
608 	0.800	['6', '4.6']=>['Nam']
609 	0.800	['Nam', '2']=>['No']
610 	0.800	['6.3', '5.2']=>['Nam']
611 	0.800	['7.3', '6.5']=>['Nam']
612 	0.800	['7.2', '7']=>['Nam', 'No']
613 	0.800	['6.3', '5.2', 'No']=>['Nam']
614 	0.800	['6.3', '5.2']=>['Nam', 'No']
615 	0.800	['6', '6.7']=>['Nam', 'No']
616 	0.800	['8.5', '7', 'No']=>['Nam']
617 	0.800	['8.5', '7']=>['Nam', 'No']
618 	0.800	['6.6', '7.3', 'No']=>['Nam']
619 	0.800	['6.5', 'No', '6.2']=>['Nam']
620 	0.800	['6.5', '6.2']=>['Nam', 'No']
621 	0.800	['60TH1', '7', 'No']=>['Nam']
622 	0.797	['5.3', 'No']=>['Nam']
623 	0.796	['5.4']=>['Nam', 'No']
624 	0.795	['6', '6.8']=>['Nam']
625 	0.795	['6', 'No', '6.8']=>['Nam']
626 	0.795	['6', '6.8']=>['Nam', 'No']
627 	0.794	['5.7', '7']=>['Nam']
628 	0.794	['No', '4.2']=>['Nam']
629 	0.794	['7.3', 'No']=>['Nam']
630 	0.794	['4.3']=>['Nam', 'No']
631 	0.794	['5.7', '7', 'No']=>['Nam']
632 	0.794	['5.7', '7']=>['Nam', 'No']
633 	0.794	['6.6', 'No']=>['Nam']
634 	0.794	['7.6', 'No']=>['Nam']
635 	0.793	['7']=>['Nam']
636 	0.793	['5', '7']=>['Nam']
637 	0.792	['No']=>['Nam']
638 	0.792	['9']=>['Nam']
639 	0.792	['6', '5', 'No']=>['Nam']
640 	0.789	['7', '60MT1']=>['Nam']
641 	0.789	['6.5', '60MT1']=>['Nam', 'No']
642 	0.789	['5.4', '7']=>['Nam', 'No']
643 	0.789	['7.3', '6.5', 'No']=>['Nam']
644 	0.786	['5.8']=>['Nam']
645 	0.786	['5', '7', 'No']=>['Nam']
646 	0.786	['6', '6.5']=>['Nam', 'No']
647 	0.784	['8.7']=>['Nam']
648 	0.783	['9.2']=>['Nam']
649 	0.783	['6', '5.2']=>['6.3']
650 	0.783	['6', '5.2']=>['Nam']
651 	0.783	['No', '9.2']=>['Nam']
652 	0.783	['9.2']=>['Nam', 'No']
653 	0.783	['60TH3', 'No']=>['Nam']
654 	0.783	['6', '5.2', 'No']=>['6.3']
655 	0.783	['6', '5.2']=>['6.3', 'No']
656 	0.783	['6', '5.2', 'No']=>['Nam']
657 	0.783	['6', '5.2']=>['Nam', 'No']
658 	0.782	['4.8']=>['Nam', 'No']
659 	0.781	['9.1']=>['Nam', 'No']
660 	0.779	['7', 'No']=>['Nam']
661 	0.778	['8.1', 'No']=>['Nam']
662 	0.778	['6', '7.5']=>['Nam']
663 	0.778	['7', '6.8']=>['Nam']
664 	0.778	['7.3', '7']=>['Nam', 'No']
665 	0.778	['7', 'No', '6.8']=>['Nam']
666 	0.778	['7', '6.8']=>['Nam', 'No']
667 	0.778	['6', 'No', '7.5']=>['Nam']
668 	0.778	['6', '7.5']=>['Nam', 'No']
669 	0.776	['5.3']=>['Nam', 'No']
670 	0.776	['7.7']=>['Nam']
671 	0.776	['5.6']=>['Nam']
672 	0.775	['4.5']=>['Nam']
673 	0.774	['No', '6.8']=>['Nam']
674 	0.774	['6', '5.5']=>['Nam', 'No']
675 	0.773	['3.5']=>['No']
676 	0.773	['5.8', '0']=>['No']
677 	0.773	['60TH3', '7']=>['Nam']
678 	0.773	['6', '7.3']=>['Nam']
679 	0.773	['6.4', '7']=>['Nam', 'No']
680 	0.771	['6', '6.3']=>['Nam']
681 	0.771	['4.2']=>['Nam', 'No']
682 	0.771	['8.7', 'No']=>['Nam']
683 	0.771	['6.8']=>['Nam']
684 	0.769	['8.3']=>['Nam']
685 	0.769	['6.6']=>['Nam', 'No']
686 	0.769	['4.5', 'No']=>['Nam']
687 	0.769	['7.7', 'No']=>['Nam']
688 	0.769	['5.5', '7']=>['Nam']
689 	0.769	['5.8', 'No']=>['Nam']
690 	0.769	['8.3', 'No']=>['Nam']
691 	0.769	['8.3']=>['Nam', 'No']
692 	0.768	['7.8']=>['Nam']
693 	0.766	['8.1']=>['Nam']
694 	0.766	['5.6', 'No']=>['Nam']
695 	0.765	['3.8']=>['No']
696 	0.765	['6', '60TH3']=>['Nam', 'No']
697 	0.765	['6', '7']=>['Nam', 'No']
698 	0.762	['9', 'No']=>['Nam']
699 	0.762	['5.7', '5.8']=>['Nam', 'No']
700 	0.762	['60TH3', '7', 'No']=>['Nam']
701 	0.762	['6.6', '7.3']=>['Nam', 'No']
702 	0.762	['6', '60TH1']=>['Nam', 'No']
703 	0.762	['6', '7.3', 'No']=>['Nam']
704 	0.760	['3.7', 'Nam']=>['No']
705 	0.760	['3.7', 'No']=>['Nam']
706 	0.760	['6', '5']=>['Nam', 'No']
707 	0.759	['8']=>['Nam', 'No']
708 	0.759	['5', '7']=>['Nam', 'No']
709 	0.758	['5.5']=>['Nam', 'No']
710 	0.758	['6', '6.3', 'No']=>['Nam']
711 	0.757	['6']=>['Nam', 'No']
712 	0.757	['5']=>['Nam', 'No']
713 	0.756	['60TH1']=>['Nam']
714 	0.756	['8.5']=>['Nam']
715 	0.756	['8.5', 'No']=>['Nam']
716 	0.756	['8.5']=>['Nam', 'No']
717 	0.756	['3.8', 'Nam']=>['No']
718 	0.755	['7.2']=>['Nam']
719 	0.750	['4.7']=>['Nam']
720 	0.750	['7', '4.8']=>['Nam']
721 	0.750	['7', '7.4']=>['Nam']
722 	0.750	['4.5']=>['Nam', 'No']
723 	0.750	['5.8', '6.8']=>['Nam']
724 	0.750	['Nam', '3.5']=>['No']
725 	0.750	['No', '7.8']=>['Nam']
726 	0.750	['6.8']=>['Nam', 'No']
727 	0.750	['7.3', '6.5']=>['Nam', 'No']
728 	0.750	['6', '7', '6.8']=>['Nam']
729 	0.750	['5.8', 'Nam', '0']=>['No']
730 	0.750	['7', '7.4', 'No']=>['Nam']
731 	0.750	['7', '7.4']=>['Nam', 'No']
732 	0.750	['5.5', '7', 'No']=>['Nam']
733 	0.750	['6', '7', 'No', '6.8']=>['Nam']
734 	0.750	['6', '7', '6.8']=>['Nam', 'No']
735 	0.747	['7.4']=>['Nam']
736 	0.746	['7.7']=>['Nam', 'No']
737 	0.745	['6.9']=>['Nam']
738 	0.745	['4.6']=>['Nam']
739 	0.745	['60MT1']=>['Nam']
740 	0.745	['8.1']=>['Nam', 'No']
741 	0.745	['7.2', 'No']=>['Nam']
742 	0.741	['4.7', 'No']=>['Nam']
743 	0.741	['5.8', 'No', '6.8']=>['Nam']
744 	0.740	['60TH1', 'No']=>['Nam']
745 	0.740	['7.3']=>['Nam', 'No']
746 	0.739	['7.6', '7']=>['Nam']
747 	0.739	['5.8', '7.6']=>['Nam', 'No']
748 	0.737	['7.4', 'No']=>['Nam']
749 	0.736	['6.9', 'No']=>['Nam']
750 	0.735	['4.4']=>['Nam', 'No']
751 	0.735	['5.6']=>['Nam', 'No']
752 	0.733	['6', '7.4']=>['Nam']
753 	0.733	['60MT1', 'No']=>['Nam']
754 	0.731	['7.4', '6.8']=>['Nam']
755 	0.731	['6.8', '7.4', 'No']=>['Nam']
756 	0.731	['7.4', '6.8']=>['Nam', 'No']
757 	0.730	['6.7']=>['Nam']
758 	0.730	['8.4']=>['Nam']
759 	0.730	['8.7']=>['Nam', 'No']
760 	0.727	['6.8', '7.5']=>['Nam']
761 	0.727	['7.6', '7', 'No']=>['Nam']
762 	0.727	['60TH3', '7']=>['Nam', 'No']
763 	0.727	['No', '6.8', '7.5']=>['Nam']
764 	0.727	['6.8', '7.5']=>['Nam', 'No']
765 	0.727	['6', '7.3']=>['Nam', 'No']
766 	0.727	['60TH1', '7']=>['Nam', 'No']
767 	0.727	['7']=>['Nam', 'No']
768 	0.724	['6', '7.4', 'No']=>['Nam']
769 	0.722	['5.8', '7']=>['Nam']
770 	0.721	['7.9']=>['Nam']
771 	0.720	['6.3', '5.2']=>['6']
772 	0.720	['60TH3']=>['Nam', 'No']
773 	0.720	['6.3', '5.2', 'No']=>['6']
774 	0.720	['6.3', '5.2']=>['6', 'No']
775 	0.717	['4.6', 'No']=>['Nam']
776 	0.717	['7.9', 'No']=>['Nam']
777 	0.714	['4.7']=>['Nam', 'No']
778 	0.714	['No', '8.4']=>['Nam']
779 	0.714	['7', '8.1']=>['Nam']
780 	0.714	['7', '7.7']=>['Nam']
781 	0.714	['7.7', '6.8']=>['Nam']
782 	0.714	['5.8']=>['Nam', 'No']
783 	0.714	['7.2']=>['Nam', 'No']
784 	0.714	['7.6']=>['Nam', 'No']
785 	0.714	['3.6']=>['Nam', 'No']
786 	0.714	['5.8', '6.8']=>['Nam', 'No']
787 	0.714	['7.7', 'No', '6.8']=>['Nam']
788 	0.714	['7.7', '6.8']=>['Nam', 'No']
789 	0.714	['7', '8.1', 'No']=>['Nam']
790 	0.714	['7', '8.1']=>['Nam', 'No']
791 	0.714	['5.8', '7', 'No']=>['Nam']
792 	0.714	['6', '6.3']=>['Nam', 'No']
793 	0.709	['6.9']=>['Nam', 'No']
794 	0.709	['7.4']=>['Nam', 'No']
795 	0.708	['5.3', '7']=>['Nam']
796 	0.708	['5.3', '7', 'No']=>['Nam']
797 	0.708	['5.3', '7']=>['Nam', 'No']
798 	0.705	['7.9']=>['Nam', 'No']
799 	0.704	['6.1']=>['Nam', 'No']
800 	0.703	['6.3']=>['Nam']
801 	0.701	['6.7', 'No']=>['Nam']
802 	0.700	['6', '7.4']=>['Nam', 'No']
